"Inscription","Line","Character","Rune","T1 Size","T1 Top","T1 Stave","T1 Angle","T1 Abs Angle","T1 Direction","T1 Position","T2 Size","T2 Top","T2 Stave","T2 Angle","T2 Abs Angle","T2 Direction","T2 Position"
"B056    ",1,14,"f   ",0.26516221486474,0.048494319074817,0.3030053597418,1.22425746236095,1.22425746236095,1,3,0.56528143299014,0.013855519735662,0.55009205324001,1.23354313847324,1.23354313847324,1,3
"B061    ",1,1,"a   ",0.39482100460592,0.3806762534315,0.38115180171613,0.77403501613315,0.77403501613315,1,1,0,0,0,,,,
"B061    ",1,3,"n   ",0.36527147971258,0.35289707723692,0.35682066050035,-0.87490198174905,0.87490198174905,2,2,0,0,0,,,,
"B066    ",1,1,"f   ",0.32885555144175,-0.086634312118774,0.19848313969103,1.03640085004048,1.03640085004048,1,3,0.5302573527047,-0.086634312118774,0.3585074432938,0.99487772717654,0.99487772717654,1,3
"B066    ",1,4,"o   ",0.19581731409742,0.18875191071945,0.1902968039834,0.87289350419984,0.87289350419984,1,1,0.19195132350893,0.59529448765365,0.599138173638,0.98279372324732,0.98279372324732,1,1
"B066    ",1,6,"k   ",0.37337282932268,0.038094806183784,0.33499205596302,0.91199029067742,0.91199029067742,1,3,0,0,0,,,,
"B066    ",1,7,"h   ",0.39531129409214,0.42141776546834,0.5682826404263,-0.81928349330156,0.81928349330156,2,1,0.37705240036731,0.46403304512244,0.5682826404263,0.61586995193952,0.61586995193952,1,1
"B066    ",1,8,"n   ",0.27825093133002,0.42521507529955,0.42585644504972,-0.71409069861215,0.71409069861215,2,2,0,0,0,,,,
"B066    ",1,10,"a   ",0.2160820778538,0.41591291781756,0.41612468012926,0.74194726800591,0.74194726800591,1,1,0,0,0,,,,
"B066    ",1,21,"n   ",0.2771078441409,0.2935501869938,0.29358601857001,-1.07012860192016,1.07012860192016,2,2,0,0,0,,,,
"B066    ",1,30,"k   ",0.51492416371575,-0.035288785234436,0.4559758745484,1.2521417377388,1.2521417377388,1,3,0,0,0,,,,
"B066    ",1,24,"k(g)",0.50472255656082,-0.10486999168556,0.39744040158287,1.47221581315609,1.47221581315609,1,3,0,0,0,,,,
"B066    ",1,29,"o   ",0.17918784368322,0.14039861152075,0.14071026254023,0.85933720105538,0.85933720105538,1,1,0.20955534693063,0.66455342786491,0.6665443694679301,1.05719032207215,1.05719032207215,1,1
"B066    ",1,20,"o   ",0.25491962551252,0.22655705076002,0.22660059848763,0.72374799275818,0.72374799275818,1,1,0.18235066819657,0.55972918423066,0.56085625143634,0.97603706931154,0.97603706931154,1,1
"B066    ",1,17,"a   ",0.22723316596137,0.32138638101205,0.32186849098644,0.95054684081207,0.95054684081207,1,1,0,0,0,,,,
"B066    ",1,18,"a   ",0.20803498422041,0.42923195767776,0.43039560837452,0.97074611339314,0.97074611339314,1,1,0,0,0,,,,
"B066    ",1,12,"t   ",0.1820570128723,0,0,0.71409069861215,0.71409069861215,1,1,0,0,0,,,,
"B066    ",1,14,"m   ",0.33274405118168,-0.004346347430092,0.30002392731138,-1.153898256385,1.153898256385,2,1,0.3715809323691,-0.013039042290278,0.3260050316188,1.14900906692408,1.14900906692408,1,3
"B066    ",1,15,"l   ",0.29326964971461,0,0,-0.9123709530115201,0.9123709530115201,2,2,0,0,0,,,,
"B066    ",1,16,"y   ",0.40216728273505,0.66846792211037,0.6685201441269401,0.96262354834716,0.96262354834716,1,1,0.33851502848011,0.66846792211037,0.6685201441269401,-1.15131886503954,1.15131886503954,2,2
"B076    ",1,1,"t   ",0.19091373212324,0,0,1.16264722303981,1.16264722303981,1,1,0,0,0,,,,
"B076    ",1,2,"m   ",0.36550803469643,-0.015032165667992,0.30827140417276,-1.0703555136476,1.0703555136476,2,1,0.40248294127144,-0.025053609446653,0.3586080924785,1.24117191937415,1.24117191937415,1,3
"B076    ",1,4,"m   ",0.44468101440672,-0.016764011761861,0.39086579553282,-1.15352893472261,1.15352893472261,2,1,0.50011854635987,-0.020955014702326,0.46640797853162,1.33394756584798,1.33394756584798,1,3
"B081    ",1,1,"h   ",0.83593294205727,0.2931759726424,0.54927147501464,-0.6269209955992,0.6269209955992,2,1,0.94594482694092,0.22921030588406,0.50151784163611,0.69762427107022,0.69762427107022,1,1
"B081    ",1,2,"a   ",0.25477715511477,0.31949949862514,0.31969611371982,0.87887494455603,0.87887494455603,1,1,0,0,0,,,,
"B081    ",1,3,"l   ",0.22247161658632,0.005348740880763,0.005348740880763,-0.4743998827919,0.4743998827919,2,2,0,0,0,,,,
"B081    ",1,4,"l   ",0.23717966663208,0,0,-0.5247957716501001,0.5247957716501001,2,2,0,0,0,,,,
"B086    ",1,16,"y   ",0.4916565685836,0.6064035535151801,0.60800515037126,1.04191477604177,1.04191477604177,1,1,0.4933842827333,0.6064035535151801,0.60800515037126,-0.8803498697402,0.8803498697402,2,2
"B086    ",1,15,"l   ",0.088469320566103,0,0,-0.65569562624153,0.65569562624153,2,2,0,0,0,,,,
"B086    ",1,14,"m   ",0.373385761155,0.033161950663883,0.33639028863127,-0.94759699686083,0.94759699686083,2,1,0.3856854707045,0.080536165898002,0.4218699801308,1.08517423349743,1.08517423349743,1,3
"B086    ",1,12,"t   ",0.18398126312784,0,0,0.96007036240568,0.96007036240568,1,1,0,0,0,,,,
"B086    ",1,10,"a   ",0.15529560505291,0.42724640564562,0.42862712310304,0.60554466360497,0.60554466360497,1,1,0,0,0,,,,
"B086    ",1,8,"n   ",0.17417309160438,0.42993162400098,0.42995876186587,-0.58800260354756,0.58800260354756,2,2,0,0,0,,,,
"B086    ",1,7,"h   ",0.53258237852417,0.29611301593845,0.45653763136841,-0.8305287884522,0.8305287884522,2,1,0.4499871048834,0.30096732767515,0.40395924469727,0.74724874252646,0.74724874252646,1,1
"B086    ",1,6,"k   ",0.38929177200056,0.00941888533711,0.33019877016904,0.96601677398171,0.96601677398171,1,3,0,0,0,,,,
"B086    ",1,4,"o   ",0.14691538245461,0.33979842179451,0.34068939406646,0.23684876094692,0.23684876094692,1,1,0.1588140555926,0.72391837686657,0.7239351270633,0.51914611424652,0.51914611424652,1,1
"B086    ",1,2,"u   ",1.03542967444468,0,0,-1.27119404883776,1.27119404883776,2,2,0,0,0,,,,
"B086    ",1,1,"f   ",0.21979980331846,0,0.19803424790078,1.11864246450912,1.11864246450912,1,3,0.49220096586365,0,0.41836243093744,1.01463009667444,1.01463009667444,1,3
"B106    ",1,15,"u   ",0.98846469426675,0,0,-1.38717400062562,1.38717400062562,2,2,0,0,0,,,,
"B106    ",1,12,"a   ",0.28034048210677,0.56309250637147,0.5660464545435,0.96850898065993,0.96850898065993,1,1,0,0,0,,,,
"B106    ",1,11,"m   ",0.5613616513027,0.042748229992745,0.5557269899057,-1.15257199721567,1.15257199721567,2,1,0.72096945449493,0.028498819995163,0.71602399075027,1.24904577239825,1.24904577239825,1,3
"B106    ",1,10,"a   ",0.33363733096453,0.49981748493642,0.49981748493642,1.01648883059335,1.01648883059335,1,1,0,0,0,,,,
"B106    ",1,7,"a   ",0.3747069940444,0.47292979289592,0.47312278608612,1.12327635163773,1.12327635163773,1,1,0,0,0,,,,
"B106    ",1,6,"m   ",0.53321665390345,0.012649110640673,0.3813659659697,-1.18147960496176,1.18147960496176,2,1,0.63924956003113,0.012649110640673,0.58199656356373,1.09829939127783,1.09829939127783,1,3
"B106    ",1,5,"t   ",0.22710334923133,0.129826343581,0.13239741185958,1.03037682652431,1.03037682652431,1,1,0,0,0,,,,
"B106    ",1,4,"e   ",0,0,0.5023078411291,,,,1,0,0,0,,,,
"B106    ",1,2,"u   ",1.02628604350009,0,0,-1.39916825841402,1.39916825841402,2,2,0,0,0,,,,
"B106    ",1,18,"a   ",0.31244801547815,0.54177010944232,0.54195283123822,0.94531128655566,0.94531128655566,1,1,0,0,0,,,,
"B106    ",1,17,"f   ",0.5832640895202,0.020546017540462,0.5827813881220401,1.29733533970465,1.29733533970465,1,3,0.87131696057095,0.006848672513487,0.8222971530292,1.20926577392723,1.20926577392723,1,3
"B106    ",1,16,"l   ",0.34511936946701,0.074309059695638,0.074615490107821,-0.8685393952859,0.8685393952859,2,2,0,0,0,,,,
"B106    ",1,15,"a   ",0.17402385355727,0.4619701002127,0.46202155313932,0.98279372324732,0.98279372324732,1,1,0,0,0,,,,
"B106    ",1,14,"t   ",0.26111880211502,0,0,1.10714871779409,1.10714871779409,1,1,0,0,0,,,,
"B106    ",1,13,"e   ",0,0,0.43156229605465,,,,1,0,0,0,,,,
"B106    ",1,11,"u   ",0.9808111656535,0,0,-1.3988985954992,1.3988985954992,2,2,0,0,0,,,,
"B106    ",1,10,"t   ",0.1650639746877,0.14092690234177,0.16119906476876,1.10714871779409,1.10714871779409,1,1,0,0,0,,,,
"B106    ",1,6,"k   ",0.55961592604755,0.020133774750055,0.53690066000148,1.17692771605854,1.17692771605854,1,3,0,0,0,,,,
"B106    ",1,5,"a   ",0.2120053860394,0.53637679459037,0.53637679459037,0.89605538457134,0.89605538457134,1,1,0,0,0,,,,
"B106    ",1,4,"f   ",0.5583864992826501,0.013044063900703,0.55682265547472,1.32298481005619,1.32298481005619,1,3,0.89106329158623,0.006522031950351,0.849893588533,1.23515777646729,1.23515777646729,1,3
"B106    ",1,3,"l   ",0.38057513700484,0,0,-0.96233621955515,0.96233621955515,2,2,0,0,0,,,,
"B106    ",1,2,"a   ",0.261061294612,0.41051620778937,0.41057618093912,0.93804749179271,0.93804749179271,1,1,0,0,0,,,,
"B106    ",1,1,"o   ",0.2120114573876,0.32565773970537,0.3270316479379,0.8353565591194,0.8353565591194,1,1,0.28585836756192,0.71494975038765,0.71510651612897,0.78539816339744,0.78539816339744,1,1
"B116    ",1,8,"e   ",0,0,0.3974464242807,,,,1,0,0,0,,,,
"B116    ",1,7,"m   ",0.45554837971767,-0.00669634516124,0.40869654816408,-1.14660191889113,1.14660191889113,2,1,0.51822097573044,-0.026785380644956,0.40869654816408,0.99712965862673,0.99712965862673,1,3
"B116    ",1,6,"h   ",0.91143087702955,0.40310971353511,0.482614849691,-0.27733533914973,0.27733533914973,2,1,0.3621837553942,0.40950828041662,0.51443841050077,0.55859931534356,0.55859931534356,1,1
"B116    ",1,5,"¾   ",0.6281840988658201,0.42283287171931,0.5440599916316,0.39169993943742,0.39169993943742,1,1,0,0,0,,,,
"B116    ",1,3,"a   ",0.23808440145647,0.53388626915142,0.5357816148836,0.67052155798054,0.67052155798054,1,1,0,0,0,,,,
"B116    ",1,1,"o   ",0.25809162929161,0.15723270440251,0.157735046591,0.81986726439695,0.81986726439695,1,1,0.30945697107276,0.75471698113207,0.75474318612786,0.65569562624153,0.65569562624153,1,1
"B117    ",1,2,"f   ",0.3629473367181,0,0.34668762264076,1.22202532321099,1.22202532321099,1,3,0.55470019622522,0,0.50478479801564,1.10714871779409,1.10714871779409,1,3
"B117    ",1,3,"a   ",0.35414150309944,0.36646313255902,0.37247112529522,0.71882999962162,0.71882999962162,1,1,0,0,0,,,,
"B117    ",1,5,"a   ",0.41696799683556,0.4099121914111,0.4155664197713,0.96007036240568,0.96007036240568,1,1,0,0,0,,,,
"B121    ",1,3,"h   ",0.6360137497816301,0.2847408548394,0.4056978018665,-0.94435113322614,0.94435113322614,2,1,0.43962612653277,0.31185903149076,0.43915540661445,0.4636476090008,0.4636476090008,1,1
"B121    ",1,2,"u   ",1.01826129837806,0,0,-1.37840072527897,1.37840072527897,2,2,0,0,0,,,,
"B129    ",1,1,"k   ",0.26792196292544,0,0.25368570248156,1.19028994968253,1.19028994968253,1,3,0,0,0,,,,
"B129    ",1,3,"n   ",0.34001020045902,1.14042888190456,1.14296035867518,-1.10714871779409,1.10714871779409,2,2,0,0,0,,,,
"B129    ",1,4,"a-r ",0.3,0.1414213562373,0.15811388300841,0.78539816339744,0.78539816339744,1,1,0,0,0,,,,
"B139    ",1,1,"ae  ",0.70743136545022,0.24242424242424,0.45454545454545,0.75510440347867,0.75510440347867,1,1,0,0,0,,,,
"B139    ",1,5,"k   ",0.5670040782678,0.030178582014172,0.54405212436447,1.13095374397916,1.13095374397916,1,3,0,0,0,,,,
"B139    ",1,7,"a   ",0.51756478161426,0.42115978631733,0.42543562981151,0.62024948598282,0.62024948598282,1,1,0,0,0,,,,
"B146    ",1,8,"¾   ",0.7290905323962,0.27678340022192,0.40543729133265,0.70862627212767,0.70862627212767,1,1,0,0,0,,,,
"B146    ",1,6,"a   ",0.1541754886105,0.45310161647754,0.4534840704306,0.69989286971924,0.69989286971924,1,1,0,0,0,,,,
"B146    ",1,5,"l   ",0.27874038230415,0,0,-0.81569192331622,0.81569192331622,2,2,0,0,0,,,,
"B146    ",1,4,"a   ",0.24614788315866,0.3462578580209,0.34754210639495,-0.8884797719201401,0.8884797719201401,2,1,0,0,0,,,,
"B146    ",1,3,"h   ",0.39012234496493,0.45391805195111,0.51459388545997,-0.76456784336123,0.76456784336123,2,1,0.51966924493698,0.27005251192028,0.57804556807562,0.9582587701846,0.9582587701846,1,1
"B146    ",1,1,"u   ",1.00971781106399,0,0,-1.36696308763993,1.36696308763993,2,2,0,0,0,,,,
"B151    ",1,2,"a   ",0.15004460830575,0.23823581445715,0.23874746243326,0.89605538457134,0.89605538457134,1,1,0,0,0,,,,
"B151    ",1,3,"m   ",0.35735283265113,0.085820895522388,0.39927116714613,-1.06978293999131,1.06978293999131,2,1,0.45130747409867,0.029850746268656,0.4104647214949,1.00343299394738,1.00343299394738,1,3
"B151    ",1,4,"r   ",1.02149822197575,-0.00463833667159,0.006559598627815,-1.14980575254265,1.14980575254265,2,2,0,0,0,,,,
"B157    ",1,1,"ae  ",0.62922044415843,0.2,0.4295227536678,0.88187193858003,0.88187193858003,1,1,0,0,0,,,,
"B157    ",1,5,"k   ",0.68578499383592,-0.028524895269256,0.6281956544813,1.27535548965118,1.27535548965118,1,3,0,0,0,,,,
"B157    ",1,7,"a   ",0.36214298417007,0.43532539177184,0.43532539177184,0.78539816339744,0.78539816339744,1,1,0,0,0,,,,
"B169    ",1,6,"a   ",0.53584392585088,0.298511157063,0.298511157063,1.19028994968253,1.19028994968253,1,1,0,0,0,,,,
"B169    ",1,4,"a   ",0.32643127461868,0.27160723812755,0.27160723812755,0.98279372324732,0.98279372324732,1,1,0,0,0,,,,
"B169    ",1,3,"n   ",0.2571297386133,0.36363636363636,0.36363636363636,-0.78539816339744,0.78539816339744,2,2,0,0,0,,,,
"B169    ",1,1,"ae  ",0.56568542494923,0.3,0.5,0.78539816339744,0.78539816339744,1,1,0,0,0,,,,
"B171    ",1,2,"u   ",0.9165726512364,0.1109796275174,0.12144695225724,-1.38131616891375,1.38131616891375,2,2,0,0,0,,,,
"B171    ",1,3,"¾   ",0.47484667316506,0.33054843585061,0.4445897642755,0.70125992286627,0.70125992286627,1,1,0,0,0,,,,
"B171    ",1,4,"l   ",0.22060616486218,0,0,-0.96299433068093,0.96299433068093,2,2,0,0,0,,,,
"B171    ",1,8,"o   ",0.2695717360093,0.19682854253428,0.20200156097876,0.66596923737911,0.66596923737911,1,1,0.2307398392183,0.68132957031097,0.68840057536958,0.71574358966888,0.71574358966888,1,1
"B171    ",1,9,"t   ",0.25894794525115,0.053358990535852,0.070277940777366,0.74375558429886,0.74375558429886,1,1,0,0,0,,,,
"B171    ",1,10,"o   ",0.24416763584657,0.25697901968937,0.25856044396758,0.66104316885068,0.66104316885068,1,1,0.24364535153546,0.69955399804328,0.70133630411163,0.55549373526554,0.55549373526554,1,1
"B171    ",1,11,"k   ",0.4772591740804,-0.021738559696641,0.39456799988994,1.04600055514479,1.04600055514479,1,3,0,0,0,,,,
"B171    ",1,13,"m   ",0.3274977254626,0.006942937893945,0.31733100007041,-1.20210042413685,1.20210042413685,2,1,0.42539307386618,0.020828813681835,0.40750964630813,1.11444785823779,1.11444785823779,1,3
"B171    ",1,15,"n   ",0.31155419218801,0.32167045658653,0.32288431167928,-0.76952648040565,0.76952648040565,2,2,0,0,0,,,,
"B171    ",1,16,"u   ",0.9713996820669,0.07092020222044999,0.07929119657148,-1.27444446652028,1.27444446652028,2,2,0,0,0,,,,
"B171    ",1,17,"m   ",0.4536185063008,-0.007343220701226,0.39029753394563,-1.06369782240256,1.06369782240256,2,1,0.43231555334632,0.007343220701226,0.42055568011321,1.20606151253048,1.20606151253048,1,3
"B171    ",1,19,"o   ",0.33477244777812,0.2170542635659,0.22198172191126,0.73625742898142,0.73625742898142,1,1,0.27960757824606,0.6589147286821701,0.66114533520063,0.76579283254024,0.76579283254024,1,1
"B171    ",1,20,"t   ",0.3244311949085,0.050840155629863,0.056841021987521,0.85933720105538,0.85933720105538,1,1,0,0,0,,,,
"B176    ",1,6,"a   ",0.26089820821195,0.42228694393245,0.4226977067959,0.90349019181654,0.90349019181654,1,1,0,0,0,,,,
"B176    ",1,4,"t   ",0.23838670217745,0.04604363679182,0.046678751439324,0.99172205742716,0.99172205742716,1,1,0,0,0,,,,
"B176    ",1,3,"u   ",1.01495902609084,0.019810181384694,0.020083438174205,-1.26344806869246,1.26344806869246,2,2,0,0,0,,,,
"B176    ",1,1,"l   ",0.30883592266412,0,0,-0.90349019181654,0.90349019181654,2,2,0,0,0,,,,
"B194    ",1,5,"a   ",0.2263393651063,0.49794660323385,0.49794660323385,0.92729521800161,0.92729521800161,1,1,0,0,0,,,,
"B194    ",1,4,"a-r ",0.16990691650764,0.30583244971376,0.30771451332201,0.92729521800161,0.92729521800161,1,1,0,0,0,,,,
"B194    ",1,3,"n   ",0.43080102094894,0.2973683702048,0.2991983466783,-1.00406710927139,1.00406710927139,2,2,0,0,0,,,,
"B194    ",1,1,"k(g)",0.49877500836776,-0.028559773898877,0.42839660848315,1.15838588519751,1.15838588519751,1,3,0,0,0,,,,
"B196    ",1,6,"a   ",0.38653092295423,0.38902525808824,0.39595989203278,0.89605538457134,0.89605538457134,1,1,0,0,0,,,,
"B196    ",1,4,"¾   ",0.9410235269065,0.23166111264493,0.60246434540077,0.81026865620905,0.81026865620905,1,1,0,0,0,,,,
