"County";"State";"VotesTrump";"VotesClinton";"PercTrump";"PercClinton";"PercWhite";"HIncome"
"Richland";"Montana";3885;669;80.6;13.9;95;5.8112
"Richland";"North Dakota";4759;2064;63.8;27.7;95;5.3759
"Richland";"Ohio";35805;15629;66.6;29.1;87.5;4.1835
"Richland";"South Carolina";52753;108401;31.1;64;47.3;4.8359
"Richland";"Wisconsin";4021;3577;50.5;44.9;97.3;4.5271
"Richmond";"Georgia";24441;48707;32.6;65;39.7;3.7749
"Richmond";"New York";95612;67561;57.2;40.4;72.9;7.2569
"Richmond";"North Carolina";10199;8290;54.2;44.1;60.2;3.2384
"Richmond";"Virginia";14254;74640;15;78.8;40.8;4.7083
"Richmond";"Virginia";14254;74640;15;78.8;40.8;4.0496
"Richmond";"Virginia";14254;74640;15;78.8;40.8;4.7083
"Richmond";"Virginia";14254;74640;15;78.8;40.8;4.0496
"Richmond";"Virginia";2213;1347;60.6;36.9;40.8;4.7083
"Richmond";"Virginia";2213;1347;60.6;36.9;40.8;4.0496
"Richmond";"Virginia";2213;1347;60.6;36.9;40.8;4.7083
"Richmond";"Virginia";2213;1347;60.6;36.9;40.8;4.0496
"Richmond";"Virginia";14254;74640;15;78.8;64.8;4.7083
"Richmond";"Virginia";14254;74640;15;78.8;64.8;4.0496
"Richmond";"Virginia";14254;74640;15;78.8;64.8;4.7083
"Richmond";"Virginia";14254;74640;15;78.8;64.8;4.0496
"Richmond";"Virginia";2213;1347;60.6;36.9;64.8;4.7083
"Richmond";"Virginia";2213;1347;60.6;36.9;64.8;4.0496
"Richmond";"Virginia";2213;1347;60.6;36.9;64.8;4.7083
"Richmond";"Virginia";2213;1347;60.6;36.9;64.8;4.0496
"Riley";"Kansas";9817;8892;47.9;43.4;83.2;4.3962
"Ringgold";"Iowa";1820;753;67.8;28.1;97.5;4.4551
"Rio Arriba";"New Mexico";3583;9534;24.2;64.4;51.6;4.025
"Rio Blanco";"Colorado";2497;403;80.8;13;91.9;6.0128
"Rio Grande";"Colorado";3060;1985;55.8;36.2;78.3;3.8993
"Ripley";"Indiana";9806;2471;76.7;19.3;97.6;4.7537
"Ripley";"Missouri";4520;830;81.9;15;96.8;3.2291
"Ritchie";"West Virginia";3376;490;83.6;12.1;98.7;3.5769
"Riverside";"California";219359;228731;46.7;48.7;61;5.6529
"Roane";"Tennessee";15863;4833;73.5;22.4;94.4;4.2223
"Roane";"West Virginia";3772;1220;72.1;23.3;98.4;2.8513
"Roanoke";"Virginia";16045;23403;38.5;56.1;90;3.8145
"Roanoke";"Virginia";16045;23403;38.5;56.1;90;6.0795
"Roanoke";"Virginia";16045;23403;38.5;56.1;90;3.8145
"Roanoke";"Virginia";16045;23403;38.5;56.1;90;6.0795
"Roanoke";"Virginia";16045;23403;38.5;56.1;64.2;3.8145
"Roanoke";"Virginia";16045;23403;38.5;56.1;64.2;6.0795
"Roanoke";"Virginia";16045;23403;38.5;56.1;64.2;3.8145
"Roanoke";"Virginia";16045;23403;38.5;56.1;64.2;6.0795
"Roanoke";"Virginia";30857;16787;61.5;33.5;64.2;3.8145
"Roanoke";"Virginia";30857;16787;61.5;33.5;64.2;6.0795
"Roanoke";"Virginia";30857;16787;61.5;33.5;64.2;3.8145
"Roanoke";"Virginia";30857;16787;61.5;33.5;64.2;6.0795
"Roanoke";"Virginia";30857;16787;61.5;33.5;90;3.8145
"Roanoke";"Virginia";30857;16787;61.5;33.5;90;6.0795
"Roanoke";"Virginia";30857;16787;61.5;33.5;90;3.8145
"Roanoke";"Virginia";30857;16787;61.5;33.5;90;6.0795
"Roberts";"South Dakota";2142;1539;55.1;39.6;61.7;4.7191
"Roberts";"Texas";524;20;95.3;3.6;93.8;6.7321
"Robertson";"Kentucky";759;222;74.9;21.9;98.2;3.1786
"Robertson";"Tennessee";19393;6634;71.7;24.5;87.4;5.2792
"Robertson";"Texas";4665;2203;66.5;31.4;67.7;4.0601
"Robeson";"North Carolina";20294;18377;51.4;46.6;29;2.9806
"Rock";"Minnesota";3091;1373;64.3;28.6;96.7;4.6623
"Rock";"Nebraska";687;70;86.6;8.8;98.5;4.35
"Rock";"Wisconsin";31483;39336;42;52.4;87.6;4.9435
"Rock Island";"Illinois";26969;32258;42.8;51.2;81.6;4.8702
"Rockbridge";"Virginia";6671;3506;62.4;32.8;94.6;4.8313
"Rockcastle";"Kentucky";5609;915;83.9;13.7;98.4;3.0674
"Rockdale";"Georgia";13463;23206;35.8;61.7;44.8;5.2579
"Rockingham";"New Hampshire";90447;79994;50.6;44.7;95.5;7.7348
"Rockingham";"North Carolina";26463;14057;64;34;75.7;3.8567
"Rockingham";"Virginia";25269;9361;69.2;25.6;93.3;5.2195
"Rockland";"New York";57148;63454;46.1;51.2;73.2;8.4951
"Rockwall";"Texas";28396;9633;71.8;24.4;83.6;8.6119
"Roger Mills";"Oklahoma";1546;151;87.9;8.6;89.8;5.3885
"Rogers";"Oklahoma";30893;7895;75.7;19.3;75.3;5.8525
"Rolette";"North Dakota";1210;2097;33;57.3;20.3;3.1336
"Rooks";"Kansas";1999;273;84.1;11.5;97.5;4.2449
"Roosevelt";"Montana";1722;1504;49.2;42.9;35.8;3.692
"Roosevelt";"New Mexico";3865;1445;65.4;24.4;76.9;3.8764
"Roscommon";"Michigan";8141;4287;62.5;32.9;97.3;3.3334
"Roseau";"Minnesota";5451;1856;70.2;23.9;94.5;5.0759
"Rosebud";"Montana";2211;969;65.6;28.7;61.3;4.8789
"Ross";"Ohio";17833;9905;61.6;34.2;90.7;4.3264
"Routt";"Colorado";5149;7487;37.4;54.4;94.8;6.2002
"Rowan";"Kentucky";5174;3295;58.5;37.3;96.1;3.5236
"Rowan";"North Carolina";42388;19208;67.2;30.5;76.5;4.1495
"Runnels";"Texas";3241;452;86.1;12;83.2;3.7667
"Rush";"Indiana";5292;1525;73.4;21.1;97.4;4.7401
"Rush";"Kansas";1177;227;79.9;15.4;97.2;4.261
"Rusk";"Texas";14675;3935;77.3;20.7;72.2;4.5752
"Rusk";"Wisconsin";4564;2171;64.9;30.9;97.6;3.8658
"Russell";"Alabama";9210;9577;48.1;50;53.7;3.6143
"Russell";"Kansas";2544;454;80.8;14.4;96.3;3.7111
"Russell";"Kentucky";6863;1093;84;13.4;96.5;2.9721
"Russell";"Virginia";9516;2328;78;19.1;97.8;3.3872
"Rutherford";"North Carolina";21694;7451;72.9;25;85.9;3.6334
"Rutherford";"Tennessee";64428;36627;60.5;34.4;78.2;5.5401
"Rutland";"Vermont";12471;13629;45.1;49.3;97.1;4.9271
"Sabine";"Louisiana";7877;1703;80.5;17.4;70.8;3.5159
"Sabine";"Texas";3992;614;86;13.2;89.1;3.2963
"Sac";"Iowa";3692;1269;71.6;24.6;97.8;4.8093
"Sacramento";"California";114359;186237;35.8;58.3;57.5;5.5064
"Sagadahoc";"Maine";9304;10679;43.1;49.4;96.2;5.6733
"Saginaw";"Michigan";45469;44395;48.3;47.1;74.6;4.2331
"Saguache";"Colorado";1109;1345;41;49.7;82.3;3.46
"Salem";"New Jersey";16256;11766;55.6;40.3;79.8;5.9718
"Salem";"Virginia";7225;4212;59.6;34.7;88.2;4.8733
"Saline";"Arkansas";35852;13247;68.2;25.2;90.5;5.5348
"Saline";"Illinois";8248;2551;73.4;22.7;93;3.78
"Saline";"Kansas";13367;6084;63;28.7;87.6;4.7215
"Saline";"Missouri";5977;2787;64.7;30.1;86.2;3.9519
"Saline";"Nebraska";2849;1630;59.4;34;83;4.4109
"Salt Lake";"Utah";82590;117667;32;45.7;81.2;6.0555
"Saluda";"South Carolina";5525;2809;64.6;32.8;61.1;3.8514
"Sampson";"North Carolina";14761;10486;57.6;40.9;56.7;3.6496
"San Augustine";"Texas";2620;907;73.5;25.5;71.9;2.839
"San Benito";"California";4358;6751;37.1;57.4;63.7;6.6237
"San Bernardino";"California";188080;220853;43.7;51.3;56.7;5.409
"San Diego";"California";269422;390531;38.7;56.1;64;6.2962
"San Francisco";"California";26461;228211;9.9;85.3;48.5;7.5604
"San Jacinto";"Texas";8050;2034;78.1;19.7;82.2;4.6107
"San Joaquin";"California";56194;71349;41.9;53.2;51;5.338
"San Juan";"Colorado";215;265;42.5;52.4;92.6;3.9583
"San Juan";"New Mexico";27879;12826;60.6;27.9;51.6;4.8196
"San Juan";"Utah";2073;1143;55;30.3;45.8;4.0492
"San Juan";"Washington";2018;5516;25.1;68.5;92.6;5.3376
"San Luis Obispo";"California";39263;46965;42.7;51;82.6;5.8697
"San Mateo";"California";37996;152134;19.1;76.3;53.4;8.8202
"San Miguel";"Colorado";1030;2960;23.9;68.7;92.9;6.3594
"San Miguel";"New Mexico";2302;7249;21.5;67.8;66.6;2.8275
"San Patricio";"Texas";13004;7825;60.4;36.4;85.9;5.0657
"San Saba";"Texas";2025;293;86;12.4;84.3;3.7743
"Sanborn";"South Dakota";819;241;72.9;21.5;98;4.8384
"Sanders";"Montana";4268;1211;72.5;20.6;91.6;3.2881
"Sandoval";"New Mexico";25748;27405;42.1;44.8;68;5.8017
"Sandusky";"Ohio";16045;9733;58.4;35.4;91.2;4.614
"Sangamon";"Illinois";49823;40731;51.6;42.2;83.6;5.5449
"Sanilac";"Michigan";13446;4873;69.9;25.3;96.6;4.0478
"Sanpete";"Utah";6081;979;65.7;10.6;90.4;4.8369
"Santa Barbara";"California";38973;72605;32.9;61.3;69.6;6.2779
"Santa Clara";"California";91990;312994;21.5;73.2;47;9.1702
"Santa Cruz";"Arizona";2556;7769;23.8;72.5;73.5;3.7745
"Santa Cruz";"California";14523;60529;18.1;75.4;72.5;6.6519
"Santa Fe";"New Mexico";14198;49956;20.2;71;76.2;5.2917
"Santa Rosa";"Florida";NA;NA;NA;NA;87.8;5.7703
"Sarasota";"Florida";NA;NA;NA;NA;90.2;4.9052
"Saratoga";"New York";51088;46546;49.1;44.7;94.3;6.9826
"Sargent";"North Dakota";1088;693;55;35;98;5.3381
"Sarpy";"Nebraska";44649;27704;57.4;35.6;87.4;6.9965
"Sauk";"Wisconsin";15871;16050;46.9;47.4;94.5;5.214
"Saunders";"Nebraska";7486;2509;70.6;23.7;97.2;5.987
"Sawyer";"Wisconsin";4625;2846;59.5;36.6;79.3;3.9904
"Schenectady";"New York";27268;30870;44.2;50.1;79.6;5.6061
"Schleicher";"Texas";819;209;77.7;19.8;80.3;5.0648
"Schley";"Georgia";1472;401;77.1;21;73;3.8425
"Schoharie";"New York";8173;3777;64.5;29.8;95.9;5.3245
"Schoolcraft";"Michigan";2556;1369;61.6;33;87.6;3.526
"Schuyler";"Illinois";2523;1074;66.5;28.3;95.5;4.8138
"Schuyler";"Missouri";1505;354;77.9;18.3;98.6;3.4688
"Schuyler";"New York";5179;2761;61.5;32.8;97.1;4.6976
"Schuylkill";"Pennsylvania";43937;16724;70;26.7;94.4;4.5012
"Scioto";"Ohio";19742;8841;66.7;29.9;94.4;3.5379
"Scotland";"Missouri";1525;365;77.5;18.5;98.6;3.9028
"Scotland";"North Carolina";6212;7279;45.2;53;46.5;2.9592
"Scott";"Arkansas";2378;507;78.3;16.7;88;3.7448
"Scott";"Illinois";1965;528;76.1;20.4;98.6;4.9669
"Scott";"Indiana";6074;2642;67;29.2;97.9;4.2898
"Scott";"Iowa";39083;40302;46;47.5;86.1;5.2735
"Scott";"Kansas";1832;232;84.9;10.7;90.1;5.0605
"Scott";"Kentucky";15052;7713;62.3;31.9;89.9;6.1893
"Scott";"Minnesota";39948;28502;53.7;38.3;86.4;8.6112
"Scott";"Mississippi";5742;3999;58.2;40.5;53.3;3.4534
"Scott";"Missouri";13168;3574;76.4;20.7;85.7;4.0651
"Scott";"Tennessee";6044;934;84.9;13.1;98.3;2.8401
"Scott";"Virginia";8242;1579;82;15.7;97.9;3.8355
"Scotts Bluff";"Nebraska";9952;3151;71.6;22.7;87.4;4.3444
"Screven";"Georgia";3305;2300;58;40.4;54.6;3.4848
"Scurry";"Texas";4403;733;83.7;13.9;78.7;4.7513
"Searcy";"Arkansas";2955;601;79.3;16.1;96;3.0779
"Sebastian";"Arkansas";28769;12184;65.2;27.6;76.6;4.0471
"Sedgwick";"Colorado";1015;267;74.4;19.6;92.2;4.0221
"Sedgwick";"Kansas";101319;66716;56.1;36.9;76.3;4.9865
"Seminole";"Florida";NA;NA;NA;NA;78.2;5.8175
"Seminole";"Georgia";2343;1186;65.5;33.2;64.1;3.0521
"Seminole";"Oklahoma";5612;2067;69.9;25.7;68.5;3.3819
"Seneca";"New York";6719;5175;52.8;40.7;92.5;4.7618
"Seneca";"Ohio";14559;7237;62;30.8;93.7;4.3764
"Sequatchie";"Tennessee";4434;1051;78.2;18.5;96;3.6434
"Sequoyah";"Oklahoma";10888;3061;75.4;21.2;66.5;3.5742
"Sevier";"Arkansas";3281;1075;71.8;23.5;70;3.5153
"Sevier";"Tennessee";28610;6293;79.1;17.4;93.7;4.3649
"Sevier";"Utah";6146;648;77.6;8.2;94.9;4.6229
"Seward";"Kansas";3025;1491;63.8;31.4;70.5;5.0185
"Seward";"Nebraska";5451;1881;70.3;24.3;97.4;5.9435
"Shackelford";"Texas";1378;103;91.7;6.9;93.1;4.7277
"Shannon";"Missouri";2966;776;76;19.9;96;3.1132
"Sharkey";"Mississippi";619;1290;32.1;67;27.9;3.5125
"Sharp";"Arkansas";5405;1472;74.6;20.3;96;3.0861
"Shasta";"California";35256;15533;65.6;28.9;86.7;4.4651
"Shawano";"Wisconsin";12742;6056;64.7;30.7;88.8;4.6559
"Shawnee";"Kansas";35349;33270;48;45.2;81.2;4.8451
"Sheboygan";"Wisconsin";32368;22636;55.5;38.8;89.9;5.292
"Shelby";"Alabama";72846;22927;73.4;23.1;83;6.877
"Shelby";"Illinois";8209;2279;75.2;20.9;98.6;4.7188
"Shelby";"Indiana";12718;4247;70.9;23.7;95.4;5.144
"Shelby";"Iowa";4340;1649;69.2;26.3;97.9;4.8783
"Shelby";"Kentucky";13196;6276;64.1;30.5;85.4;5.7298
"Shelby";"Missouri";2524;606;77.6;18.6;98.1;3.5938
"Shelby";"Ohio";18148;4143;78.5;17.9;94.7;5.0427
"Shelby";"Tennessee";114948;206640;34.6;62.3;40.6;4.625
"Shelby";"Texas";7171;1757;79;19.4;68.6;3.7081
"Shenandoah";"Virginia";14078;5269;69.2;25.9;93;4.9625
"Sherburne";"Minnesota";31049;13299;64.8;27.7;94;7.3098
"Sheridan";"Kansas";1186;126;87.1;9.3;96.8;4.8674
"Sheridan";"Montana";1237;476;67.7;26.1;95.4;4.8667
"Sheridan";"Nebraska";2192;286;85.5;11.2;84.6;3.8548
"Sheridan";"North Dakota";644;94;83.2;12.1;96.7;4.325
"Sheridan";"Wyoming";10266;2926;72.4;20.6;95.4;5.2008
"Sherman";"Kansas";2043;340;80.5;13.4;93.1;3.8634
"Sherman";"Nebraska";1143;338;73.6;21.8;99;4.1835
"Sherman";"Oregon";726;202;73.9;20.5;93.4;4.2639
"Sherman";"Texas";807;96;86.5;10.3;88.3;4.8185
"Shiawassee";"Michigan";19232;12547;56.5;36.9;96.7;4.6217
"Shoshone";"Idaho";3297;1384;64.4;27;95.4;3.844
"Sibley";"Minnesota";5193;1954;67.2;25.3;94.8;5.4017
"Sierra";"California";1044;596;58.3;33.3;93.3;3.9009
"Sierra";"New Mexico";2998;1600;58.2;31.1;85.6;2.743
"Silver Bow";"Montana";6252;8545;38.6;52.7;94.4;3.8659
"Simpson";"Kentucky";5077;2144;67.4;28.5;87.3;3.9546
"Simpson";"Mississippi";7393;3871;64.8;33.9;62.8;3.8362
"Sioux";"Iowa";14761;2289;82.1;12.7;93.3;5.7227
"Sioux";"Nebraska";602;77;84.9;10.9;96.1;4.2014
"Sioux";"North Dakota";256;758;21.8;64.4;12.6;3.6111
"Siskiyou";"California";8392;5252;57.3;35.9;84.7;3.7709
"Skagit";"Washington";13926;16369;43.2;50.7;83.4;5.5925
"Skamania";"Washington";2789;2098;52.5;39.5;92.8;5.3712
"Slope";"North Dakota";361;42;84.5;9.8;97.5;6.1667
"Smith";"Kansas";1635;295;81.2;14.6;96.9;4.5556
"Smith";"Mississippi";5877;1598;77.8;21.1;75.8;3.4753
"Smith";"Tennessee";5485;1688;74;22.8;94.9;4.2383
"Smith";"Texas";58631;22128;70.5;26.6;70.1;4.7432
"Smyth";"Virginia";9747;2661;76;20.7;95.8;3.7239
"Snohomish";"Washington";81180;122094;37.3;56.1;78.4;6.8381
"Snyder";"Pennsylvania";11710;3991;71.7;24.4;96.9;4.6513
"Socorro";"New Mexico";2592;3275;38.2;48.2;75.1;3.4036
"Solano";"California";38945;73858;32.6;61.9;51;6.7177
"Somerset";"Maine";14705;8938;57.7;35.1;97.1;3.8642
"Somerset";"Maryland";5056;3484;57.7;39.7;53.5;3.8447
"Somerset";"New Jersey";64640;83839;41.9;54.4;70.1;9.902
"Somerset";"Pennsylvania";27347;7367;76.5;20.6;96;4.3597
"Somervell";"Texas";3206;540;82.7;13.9;85;5.5269
"Sonoma";"California";37421;116027;22.8;70.7;76.8;6.3356
"Southampton";"Virginia";5035;3595;56.8;40.5;60.4;4.615
"Spalding";"Georgia";15636;9347;60.3;36;62.7;4.1534
"Spartanburg";"South Carolina";76101;39888;63;33;72.3;4.2919
"Spencer";"Indiana";6572;2861;66;28.7;96.9;5.2991
"Spencer";"Kentucky";7196;1921;75.6;20.2;96.2;6.5209
"Spink";"South Dakota";1854;919;62.8;31.1;97.1;4.8911
"Spokane";"Washington";81036;69867;49.8;43;89.2;4.9233
"Spotsylvania";"Virginia";34619;24204;55.8;39;75.5;7.8345
"St. Bernard";"Louisiana";10232;4957;64.7;31.4;74;4.1353
"St. Charles";"Louisiana";16620;8558;63.5;32.7;69.2;5.8758
"St. Charles";"Missouri";120899;68225;60.6;34.2;90.7;7.1077
"St. Clair";"Alabama";31579;5550;83.2;14.6;88.2;5.0786
"St. Clair";"Illinois";53479;60180;44.9;50.5;64.6;5.0578
"St. Clair";"Michigan";49067;24553;62.9;31.5;93.9;4.8066
"St. Clair";"Missouri";3501;936;75.6;20.2;96.5;3.1539
"St. Croix";"Wisconsin";26123;17496;55.8;37.4;95.9;6.8426
"St. Francois";"Missouri";17467;6250;70.7;25.3;93.6;3.7238
"St. Helena";"Louisiana";2497;3353;41.9;56.2;44.9;3.3143
"St. James";"Louisiana";5456;6418;45.1;53.1;48;5.5443
"St. John the Baptist";"Louisiana";7569;12658;36.5;61;42.5;5.0635
"St. Johns";"Florida";NA;NA;NA;NA;89.3;6.4876
"St. Joseph";"Indiana";52019;52247;47.5;47.7;78.7;4.4582
"St. Joseph";"Michigan";14886;7529;62.6;31.7;90.6;4.4051
"St. Landry";"Louisiana";21966;17208;55;43.1;55.9;3.5503
"St. Lawrence";"New York";18450;14659;52.5;41.7;93.9;4.3647
"St. Louis";"Minnesota";44631;57769;40.1;51.9;93;4.6517
"St. Louis";"Missouri";199081;280866;39.5;55.8;70.3;3.4582
"St. Louis";"Missouri";199081;280866;39.5;55.8;70.3;5.891
"St. Louis";"Missouri";199081;280866;39.5;55.8;70.3;3.4582
"St. Louis";"Missouri";199081;280866;39.5;55.8;70.3;5.891
"St. Louis";"Missouri";20281;101487;15.9;79.7;70.3;3.4582
"St. Louis";"Missouri";20281;101487;15.9;79.7;70.3;5.891
"St. Louis";"Missouri";20281;101487;15.9;79.7;70.3;3.4582
"St. Louis";"Missouri";20281;101487;15.9;79.7;70.3;5.891
"St. Lucie";"Florida";NA;NA;NA;NA;71.8;4.3413
"St. Martin";"Louisiana";16872;8266;65.5;32.1;65.8;4.2186
"St. Mary";"Louisiana";14353;8050;62.8;35.2;59.3;4.1571
"St. Mary's";"Maryland";26889;15786;59.5;34.9;78.6;8.5672
"St. Tammany";"Louisiana";90914;27716;73.1;22.3;83.6;6.0799
"Stafford";"Kansas";1485;303;78.8;16.1;92.6;4.3292
"Stafford";"Virginia";33840;27879;51.8;42.7;72.5;9.711
"Stanislaus";"California";52567;51171;48;46.7;65.6;4.9297
"Stanley";"South Dakota";1148;329;73.3;21;90;5.462
"Stanly";"North Carolina";21788;7008;74;23.8;83.6;4.2518
"Stanton";"Kansas";580;132;78.2;17.8;83.7;4.6382
"Stanton";"Nebraska";2173;417;79.1;15.2;94.9;5.1493
"Stark";"Illinois";1777;748;65.6;27.6;97.7;5.4203
"Stark";"North Dakota";9718;1745;80.2;14.4;95.2;6.2559
"Stark";"Ohio";96345;66581;56.4;39;88.7;4.5641
"Starke";"Indiana";6367;2489;69;27;97.1;4.0126
"Starr";"Texas";2218;9246;19;79.1;96.1;2.4927
"Staunton";"Virginia";5129;5329;46;47.8;83.7;3.8501
"Ste. Genevieve";"Missouri";5495;2540;65;30;97.6;4.8433
"Stearns";"Minnesota";47618;25575;60.3;32.4;91.8;5.4551
"Steele";"Minnesota";11198;6239;58.8;32.8;93.1;5.648
"Steele";"North Dakota";537;361;54.6;36.7;97.6;5.5735
"Stephens";"Georgia";7682;1835;78.7;18.8;85.1;3.7898
"Stephens";"Oklahoma";14166;3084;79.2;17.2;85.1;4.3885
"Stephens";"Texas";3033;348;87.8;10.1;84.7;4.1728
"Stephenson";"Illinois";10845;7531;55.5;38.6;86.5;4.3472
"Sterling";"Texas";549;70;86.7;11.1;88.6;5.0543
"Steuben";"Indiana";10127;3741;69.7;25.7;96.8;4.808
"Steuben";"New York";25091;11215;65.4;29.2;95.3;4.7476
"Stevens";"Kansas";1564;215;84.4;11.6;87.1;5.4494
"Stevens";"Minnesota";2800;2116;52.3;39.6;93.7;5.4206
"Stevens";"Washington";8463;3477;66.9;27.5;89.4;4.1742
"Stewart";"Georgia";805;1220;39.2;59.4;28;2.3451
"Stewart";"Tennessee";3864;1222;73.1;23.1;94.6;3.9781
"Stillwater";"Montana";3630;904;75.2;18.7;96.8;5.7906
"Stoddard";"Missouri";11077;1873;83.4;14.1;97.3;3.7965
"Stokes";"North Carolina";16976;4645;76.5;20.9;92.9;4.2703
"Stone";"Arkansas";4081;1189;73.3;21.4;96.8;2.9832
"Stone";"Mississippi";4810;1400;75.5;22;78.6;4.2963
"Stone";"Missouri";13149;2886;79.5;17.5;97.2;4.085
"Stonewall";"Texas";555;135;79.2;19.3;87.7;4.2429
"Storey";"Nevada";1616;752;63.2;29.4;92.1;6.1573
"Story";"Iowa";19111;25085;39.1;51.3;88.6;5.0516
"Strafford";"New Hampshire";28930;33836;43.3;50.7;93.8;5.8825
"Stutsman";"North Dakota";6706;2484;67.5;25;95.6;5.012
"Sublette";"Wyoming";3409;644;79.3;15;93.2;7.79
"Suffolk";"Massachusetts";50042;241212;16.5;79.5;56;5.354
"Suffolk";"New York";328403;276953;52.5;44.3;80.8;8.7763
"Suffolk";"Virginia";17206;23012;41;54.9;52.3;6.6085
"Sullivan";"Indiana";6138;2113;71.7;24.7;93.7;4.351
"Sullivan";"Missouri";1884;526;75.8;21.2;88.7;3.6676
"Sullivan";"New Hampshire";10796;10210;48.8;46.1;97;5.4463
"Sullivan";"New York";14626;10983;55.2;41.4;82;4.8089
"Sullivan";"Pennsylvania";2318;756;73.2;23.9;95.9;4.0964
"Sullivan";"Tennessee";45577;11910;76.1;19.9;95.1;3.9479
"Sully";"South Dakota";679;137;78.9;15.9;96.6;5.4524
"Summers";"West Virginia";3444;1186;71.1;24.5;93;3.3784
"Summit";"Colorado";5064;9502;31.5;59.2;89.7;6.3697
"Summit";"Ohio";109531;129922;43.8;52;80.6;4.9669
"Summit";"Utah";6588;9464;35.7;51.2;90.5;8.3336
"Sumner";"Kansas";6844;2039;72.1;21.5;94.1;4.7894
"Sumner";"Tennessee";50105;18153;70.5;25.5;88.9;5.5509
"Sumter";"Alabama";1581;4739;24.7;74.2;24.2;2.2186
"Sumter";"Florida";NA;NA;NA;NA;86.6;4.8493
"Sumter";"Georgia";5275;5520;48.1;50.3;42.2;3.3796
"Sumter";"South Carolina";18733;24024;42.5;54.5;48.2;4.1366
"Sunflower";"Mississippi";2768;6560;29.4;69.7;25.4;2.6619
"Surry";"North Carolina";23495;7438;74.2;23.5;88.1;3.5641
"Surry";"Virginia";1785;2069;44.9;52;51.3;4.7292
"Susquehanna";"Pennsylvania";13295;5065;69.2;26.4;98;4.8231
"Sussex";"Delaware";62607;39329;59.2;37.2;79;5.271
"Sussex";"New Jersey";46486;24132;62.9;32.7;93.5;8.7335
"Sussex";"Virginia";2055;2874;40.8;57.1;39.3;3.9635
"Sutter";"California";10947;7599;55.8;38.7;61;5.0408
"Sutton";"Texas";1075;313;76;22.1;88.7;5.3806
"Suwannee";"Florida";NA;NA;NA;NA;82.5;3.5698
"Swain";"North Carolina";3557;2186;59.5;36.5;66.6;3.6094
"Sweet Grass";"Montana";1580;398;76;19.1;96.6;4.5938
"Sweetwater";"Wyoming";12153;3233;72.9;19.4;88.5;7.1525
"Swift";"Minnesota";2962;1679;59.6;33.8;96.6;4.8026
"Swisher";"Texas";1671;462;76.3;21.1;75.1;3.6753
"Switzerland";"Indiana";2558;930;70.3;25.6;97.8;4.4143
"Talbot";"Georgia";1196;2001;36.9;61.7;39;3.2424
"Talbot";"Maryland";10098;7865;53.9;42;81.4;6.1597
"Taliaferro";"Georgia";349;545;38.9;60.8;37.3;2.5465
"Talladega";"Alabama";20596;12108;62;36.5;65.3;3.5439
"Tallahatchie";"Mississippi";2437;3311;41.9;56.9;38.9;2.9853
"Tallapoosa";"Alabama";12967;5271;70.1;28.5;69.9;3.913
"Tama";"Iowa";4968;3194;57.5;37;86.5;5.167
"Taney";"Missouri";18240;4367;78;18.7;93.6;3.8461
"Tangipahoa";"Louisiana";33933;16869;64.8;32.2;66.2;4.0654
"Taos";"New Mexico";2706;10550;17.9;69.9;68.7;3.2637
"Tarrant";"Texas";345683;288001;52.2;43.5;66.6;5.6853
"Tate";"Mississippi";7385;3804;64.8;33.4;66.9;4.1494
"Tattnall";"Georgia";5092;1678;74;24.4;62.7;3.7587
"Taylor";"Florida";NA;NA;NA;NA;75.2;3.6356
"Taylor";"Georgia";2062;1295;60.6;38.1;58.5;2.7455
"Taylor";"Iowa";2108;755;70.2;25.1;96.1;4.3804
"Taylor";"Kentucky";8320;2553;73.6;22.6;92;3.6384
"Taylor";"Texas";33172;10047;73.3;22.2;79.4;4.4891
"Taylor";"West Virginia";4701;1483;72.3;22.8;97.5;3.9536
"Taylor";"Wisconsin";6589;2398;70;25.5;97.9;4.4869
"Tazewell";"Illinois";38620;20568;61;32.5;96.2;5.6067
"Tazewell";"Virginia";15160;2895;82;15.7;95.1;3.5693
"Tehama";"California";10468;4737;65.2;29.5;81.5;4.1924
"Telfair";"Georgia";2449;1313;64.5;34.6;57;2.6634
"Teller";"Colorado";9580;3547;67.5;25;94.3;5.904
"Tensas";"Louisiana";1180;1329;46.4;52.3;41.9;2.7543
"Terrebonne";"Louisiana";31900;10664;72.7;24.3;70.3;4.996
"Terrell";"Georgia";1872;2267;44.8;54.2;36.6;3.2628
"Terrell";"Texas";287;140;65.7;32;84.1;3.9479
"Terry";"Texas";1295;424;73.5;24;81.3;3.7679
"Teton";"Idaho";2161;2157;43.5;43.4;85.6;5.3931
"Teton";"Montana";2152;803;68.2;25.5;96.3;4.3327
"Teton";"Wyoming";3920;7313;32.2;60.1;88.4;6.8078
"Texas";"Missouri";8875;1728;81.2;15.8;93.6;3.6082
"Texas";"Oklahoma";4615;855;80;14.8;75.7;4.9901
"Thayer";"Nebraska";1993;490;76.3;18.8;97.9;4.4422
"Thomas";"Georgia";11225;7138;59.9;38.1;59.6;3.4035
"Thomas";"Kansas";2832;467;81.3;13.4;95.1;4.8187
"Thomas";"Nebraska";344;30;88.9;7.8;98.1;5.5089
"Throckmorton";"Texas";715;84;88.5;10.4;94.8;3.9286
"Thurston";"Nebraska";1013;911;49.9;44.9;40.4;4.14
